case_number,case_summary,lang_info,case_created_date,case_typ,case_injury_typ,case_txt,country_nme,case_supervisor_nme,case_root_cause_txt,case_immediate_cause_desc,case_unsafe_act_desc,mgmt_sys_failure_desc,case_corrective_txt,case_status,case_cmts,case_clousre_inv_complete_date,case_root_cause_desc,case_reported_date,case_report_year,case_level_severity,primary_business,primary_business_segment,site_location_nme,region,case_followup_flag,month,month_year,quarter
10401,Employee felt a pop and instant discomfort in his left elbow while bending a blade into alignment in a secondary box.,en,2019-03-25T00:00:00.000Z,Injury,Strain,Employee felt a pop and instant discomfort in his left elbow while bending a blade into alignment in a secondary box.,US,Barry Jackson,The employee was using a crescent wrench to align blades in secondary boxes on the Base Box line. The twist and force needed to perform this task caused the employee to strain his left elbow.,Ergonomically inadequate workstation or rotation,Equipment/tool used improperly,Risk Assessment,Develop a tool that will allow the employee to align the blades without the twisting motion that could result in a soft tissue injury.,0,A tool was designed and put in place to allow the employee to align the blades without having to twist and eliminate the need to push/pull excessively.,2.0190402E7,Inadequate procedures/work instructions/work standards,2019-03-25T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"HVS - RMW - Waynesboro, GA, USA",US,Yes,3,2019-3,Q1-2019
10402,"Employee was taping a unit and felt a burning sensation in her right wrist. This was followed by swelling, tenderness, and a numb sensation in the right middle finger.",en,2019-04-03T00:00:00.000Z,Injury,Strain,"Employee was taping a unit and felt a burning sensation in her right wrist. This was followed by swelling, tenderness, and a numb sensation in the right middle finger.",US,Jehuti Willis,"While pulling on tape, employee strained right wrist. This task requires lots of repetitive motion",Ergonomically inadequate workstation or rotation,,Ergonomics,Employee was given a wrist support to keep wrist in a neutral position while working. Employee will continue to participate in work/rest procedures.,0,All corrective actions have been implemented.,2.0190404E7,,2019-04-03T00:00:00.000Z,2019,Level C,GE Renewable Energy,Grid Solutions,"HVS - RMW - Waynesboro, GA, USA",US,Yes,4,2019-4,Q2-2019
10403,Employee was walking through the CT/PT assembly area on her way to lunch and tripped and fell over a crate. The area was barricaded with cation tape but she went under it to take a short cut.,en,2019-04-22T00:00:00.000Z,Injury,"Contusion, Bruise",Employee was walking through the CT/PT assembly area on her way to lunch and tripped and fell over a crate. The area was barricaded with cation tape but she went under it to take a short cut.,US,Barry Jackson,"Employee did not respect the caution tape  
Employee did not have eyes on path",,Failed to warn or barricade,Housekeeping & Inspection Programs,Distribute a communication to re-emphasize the expectation to stay in the pedestrian walkways when walking through the plant Re-emphasize the expectation to stay out of an area that is taped off with caution tape.,0,All followup actions were completed today,2.0190423E7,,2019-04-22T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"HVS - RMW - Waynesboro, GA, USA",US,Yes,4,2019-4,Q2-2019
10404,Employee presented with a chief complaint of sore hands and sore and stiff right forearm. Employee stated that the repetitive motion of building secondary boards was causing the pain.,en,2019-04-25T00:00:00.000Z,Injury,Strain,Employee presented with a chief complaint of sore hands and sore and stiff right forearm. Employee stated that the repetitive motion of building secondary boards was causing the pain.,US,Barry Jackson,Repetitive motion,Ergonomically inadequate workstation or rotation,Improper force / posture / position,Ergonomics,Employee was given compression gloves. Employee was trained on how to keep neutral wrist positions when assembling secondary boards.,0,Employee was given compression gloves. Employee was trained on how to keep neutral wrist positions when assembling secondary boards.,2.0190507E7,"Inadequate job planning, instruction, supervision",2019-04-25T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"HVS - RMW - Waynesboro, GA, USA",US,Yes,4,2019-4,Q2-2019
10405,Employee had a cramp in the calf of her left leg. The cramp subsided put the pain is continuing to cause discomfort. Employee was taping at the time of injury.,en,2019-05-23T00:00:00.000Z,Injury,Strain,Employee had a cramp in the calf of her left leg. The cramp subsided put the pain is continuing to cause discomfort. Employee was taping at the time of injury.,US,Jehuti Willis,Employee was standing for a long period of time coupled with a mild case of dehydration.,Ergonomically inadequate workstation or rotation,,Ergonomics,The employee and EHS manager discussed the importance of hydration throughout the day.,0,A class on heat illnesses will take take place in June 2019.,2.0190529E7,,2019-05-23T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"HVS - RMW - Waynesboro, GA, USA",US,Yes,5,2019-5,Q2-2019
10406,"As a warehouse associate lifted a box of 25 AWG wire to deliver to the floor, the spool fell through the bottom of the box. A piece of plastic broke off of the spool and hit the employee over the right eye.",en,2019-06-03T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","As a warehouse associate lifted a box of 25 AWG wire to deliver to the floor, the spool fell through the bottom of the box. A piece of plastic broke off of the spool and hit the employee over the right eye.",US,Tony Green,The box that held the spool of wire failed. The spool hit the ground and shattered.,Defective/worn/maladjusted tool/equipment,,Ergonomics,A material handling device will be purchased along with a spool handling attachment that will eliminate the need for manually handling the spools.,0,All actions have been loaded into Gensuite ATS system.,2.0190603E7,,2019-06-03T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"HVS - RMW - Waynesboro, GA, USA",US,Yes,6,2019-6,Q2-2019
10407,Employee was retrieving a wire sleeve from the storage bins near CT/VT Coring. Employee had to walk behind the bin to retrieve the sleeve and cut his leg on a laminate core. The laminate core had damage to the outside laminate layer which allowed it to stick out past the pallet it was staged on.,en,2019-06-21T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)",Employee was retrieving a wire sleeve from the storage bins near CT/VT Coring. Employee had to walk behind the bin to retrieve the sleeve and cut his leg on a laminate core. The laminate core had damage to the outside laminate layer which allowed it to stick out past the pallet it was staged on.,US,David A. ROYAL,"The laminate core was allowed to be staged on the floor with sharp edges not being secured or flagged.
The space behind the storage bins was congested which forced the employee to work near the sharp edge.","Sharp edge on part, workstation, or equipment",Employee awareness/attentiveness,Housekeeping & Inspection Programs,"Rearrange the storage bins to allow employees to move freely around the storage bins. If a core is deemed usable when it is damaged, all precautions must be made to secure sharp edges around the core.",0,Action items were loaded into ATS and will be tracked to closure in that system.,2.0190621E7,Inadequate sourcing/supplier control,2019-06-21T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"HVS - RMW - Waynesboro, GA, USA",US,Yes,6,2019-6,Q2-2019
10552,"The EE was using a a ratchet/socket wrench to tighten fasteners on a switch assembly.  As he was applying force to tighten the bolt, the wrench slipped off the bolt.  When the wrench slipped off, he twisted his left wrist injuring it.",en,2019-01-09T00:00:00.000Z,Illness,Tendonitis / Tenosynovitis,"The EE was using a a ratchet/socket wrench to tighten fasteners on a switch assembly.  As he was applying force to tighten the bolt, the wrench slipped off the bolt.  When the wrench slipped off, he twisted his left wrist injuring it.",US,John C Murphy,Force applied incorrectly by using a tool not suited for the task.,Administrative workplace control not followed,Equipment/tool used improperly,Ergonomics,Use the correct tool (or a more appropriate type) to allow proper rotational force to be applied.  In this case the EE chose to use a deep well socket rather than a shallow well socket.,0,A wide selection of appropriate tools are supplied to the workstation in order to complete the various assembly tasks.   In this case the EE chose to use a tool that was not well suited for completing the task.,2.0190124E7,,2019-01-09T00:00:00.000Z,2019,Level C,GE Renewable Energy,Grid Solutions,"HVS - USC - Charleroi, PA, USA",US,Yes,1,2019-1,Q1-2019
10553,"EE was pulling cable off a large wooden spool.  He was pulling the cable off the spool, not realizing the cable end was attached to the spool.  As he pulled, the pulling force abruptly increased thus causing his torso and shoulder to unexpectedly twist.  He was not suspecting this to occur and hence suffered a back and shoulder strain.",en,2019-02-18T00:00:00.000Z,Injury,Strain,"EE was pulling cable off a large wooden spool.  He was pulling the cable off the spool, not realizing the cable end was attached to the spool.  As he pulled, the pulling force abruptly increased thus causing his torso and shoulder to unexpectedly twist.  He was not suspecting this to occur and hence suffered a back and shoulder strain.",US,Jay R SCHOCK,Eyes on task (EE was not in view of the spool as it was being uncoiled),Ergonomically inadequate workstation or rotation,Employee awareness/attentiveness,Ergonomics,Immediate Corrective Action: Un-coiling to be done by two persons...1 monitor and assist in rotating the spool...1 to pull the cable.,0,Leads and Supervisors in the Wiring Department are responsible to insure the workers are acting appropriately and un-spooling wire cable in a safe manner.,2.0190716E7,Inadequate procedures/work instructions/work standards,2019-02-18T00:00:00.000Z,2019,Level D,GE Renewable Energy,Grid Solutions,"HVS - USC - Charleroi, PA, USA",US,Yes,2,2019-2,Q1-2019
10554,"Laceration to the left hand, index finger",en,2019-06-05T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","Laceration to the left hand, index finger",US,Jay R SCHOCK,Tool not ideal for the task: 1)exposed blade 2)requiring excessive force,Administrative workplace control not followed,Equipment/tool used improperly,Ergonomics,"Remove dangerous tool, replace with radial scoring tool.",0,Utility knife slitting of cable is eliminated and the use of Klever Kutter type tools is now in place and institutionalized.,2.0190816E7,Inadequate procedures/work instructions/work standards,2019-06-05T00:00:00.000Z,2019,Level C,GE Renewable Energy,Grid Solutions,"HVS - USC - Charleroi, PA, USA",US,Yes,6,2019-6,Q2-2019
10555,Non-displaced fracture to distal phalanx of the thumb on right hand,en,2019-07-02T00:00:00.000Z,Injury,Fracture,Non-displaced fracture to distal phalanx of the thumb on right hand,US,Jay R SCHOCK,EE failed to follow site safety rules for manual handling & lifting.,Administrative workplace control not followed,Improper lifting,Unknown,1)Stand down 2)organize 5S work station 3) communication safety rules 4)hazard hunt,0,,-1.0,Inadequate procedures/work instructions/work standards,2019-07-02T00:00:00.000Z,2019,Level C,GE Renewable Energy,Grid Solutions,"HVS - USC - Charleroi, PA, USA",US,No,7,2019-7,Q3-2019
11866,"While at Richlands Substation (Wed 17-4-2019 1400) for Powerlink IWG training walking around site my knee popped and remained sore. Knee very sore that evening. Flew home Brisbane to Newcastle next morning and when plane landed had to get someone to help me down stairs to get off plane. Made appointment at Doctors , first appointment 1645 Thursday 18-4-19.Doctors has given me Work Fitness certificate until 24-4-19 . Description of suspected injury is acute lateral meniscal tear.",en,2019-04-18T00:00:00.000Z,Illness,"Musculoskeletal Disorder, not otherwise specified","While at Richlands Substation (Wed 17-4-2019 1400) for Powerlink IWG training walking around site my knee popped and remained sore. Knee very sore that evening. Flew home Brisbane to Newcastle next morning and when plane landed had to get someone to help me down stairs to get off plane. Made appointment at Doctors , first appointment 1645 Thursday 18-4-19.Doctors has given me Work Fitness certificate until 24-4-19 . Description of suspected injury is acute lateral meniscal tear.",China,Gregory CANNON,"Many years of walking on uneven surfaces in switchyards, crushed rock (blue-metal)","Housekeeping, unsafe placement, slip/trip hazards",,Ergonomics,"IP to attend Sonic Healthcare for a secondary physical capacity assessment, ATS raised for the assessment, further ATS will be raised based on the findings if required",0,After several discussions with the IP the illness was not due to a single incident rather a chronic illness after walking on uneven ground in substations over many years along with age related wear and tear on the human body. The IP has been scheduled to attend a work capacity assessment at Sonic Healthcare for a second opinion (personal doctor made the first capacity assessment and recommendations which are currently being followed) so that an action plan can be put in place to manage the illness.  The second assessment will be delayed by a couple of weeks as the IP will be on carers leave for 2 weeks very soon.,2.019052E7,Work environment not controlled by GE,2019-04-18T00:00:00.000Z,2019,Level C,GE Renewable Energy,Grid Solutions,CS CEAP - China and Asia Pacific Services,Greater China,Yes,4,2019-4,Q2-2019
